Entity,Code,Year,Life,population,Continent,flag
Afghanistan,AFG,1970,37.409,11173654,Asia,afghanistan.png
Afghanistan,AFG,1971,37.93,11475450,Asia,afghanistan.png
Afghanistan,AFG,1972,38.461,11791222,Asia,afghanistan.png
Afghanistan,AFG,1973,39.003,12108963,Asia,afghanistan.png
Afghanistan,AFG,1974,39.558,12412960,Asia,afghanistan.png
Afghanistan,AFG,1975,40.128,12689164,Asia,afghanistan.png
Afghanistan,AFG,1976,40.715,12943093,Asia,afghanistan.png
Afghanistan,AFG,1977,41.32,13171294,Asia,afghanistan.png
Afghanistan,AFG,1978,41.944,13341199,Asia,afghanistan.png
Afghanistan,AFG,1979,42.585,13411060,Asia,afghanistan.png
Afghanistan,AFG,1980,43.244,13356500,Asia,afghanistan.png
Afghanistan,AFG,1981,43.923,13171679,Asia,afghanistan.png
Afghanistan,AFG,1982,44.617,12882518,Asia,afghanistan.png
Afghanistan,AFG,1983,45.324,12537732,Asia,afghanistan.png
Afghanistan,AFG,1984,46.04,12204306,Asia,afghanistan.png
Afghanistan,AFG,1985,46.761,11938204,Asia,afghanistan.png
Afghanistan,AFG,1986,47.486,11736177,Asia,afghanistan.png
Afghanistan,AFG,1987,48.211,11604538,Asia,afghanistan.png
Afghanistan,AFG,1988,48.93,11618008,Asia,afghanistan.png
Afghanistan,AFG,1989,49.64,11868873,Asia,afghanistan.png
Afghanistan,AFG,1990,50.331,12412311,Asia,afghanistan.png
Afghanistan,AFG,1991,50.999,13299016,Asia,afghanistan.png
Afghanistan,AFG,1992,51.641,14485543,Asia,afghanistan.png
Afghanistan,AFG,1993,52.256,15816601,Asia,afghanistan.png
Afghanistan,AFG,1994,52.842,17075728,Asia,afghanistan.png
Afghanistan,AFG,1995,53.398,18110662,Asia,afghanistan.png
Afghanistan,AFG,1996,53.924,18853444,Asia,afghanistan.png
Afghanistan,AFG,1997,54.424,19357126,Asia,afghanistan.png
Afghanistan,AFG,1998,54.906,19737770,Asia,afghanistan.png
Afghanistan,AFG,1999,55.376,20170847,Asia,afghanistan.png
Afghanistan,AFG,2000,55.841,20779957,Asia,afghanistan.png
Afghanistan,AFG,2001,56.308,21606992,Asia,afghanistan.png
Afghanistan,AFG,2002,56.784,22600774,Asia,afghanistan.png
Afghanistan,AFG,2003,57.271,23680871,Asia,afghanistan.png
Afghanistan,AFG,2004,57.772,24726689,Asia,afghanistan.png
Afghanistan,AFG,2005,58.29,25654274,Asia,afghanistan.png
Afghanistan,AFG,2006,58.826,26433058,Asia,afghanistan.png
Afghanistan,AFG,2007,59.375,27100542,Asia,afghanistan.png
Afghanistan,AFG,2008,59.93,27722281,Asia,afghanistan.png
Afghanistan,AFG,2009,60.484,28394806,Asia,afghanistan.png
Afghanistan,AFG,2010,61.028,29185511,Asia,afghanistan.png
Afghanistan,AFG,2011,61.553,30117411,Asia,afghanistan.png
Afghanistan,AFG,2012,62.054,31161378,Asia,afghanistan.png
Afghanistan,AFG,2013,62.525,32269592,Asia,afghanistan.png
Afghanistan,AFG,2014,62.966,33370803,Asia,afghanistan.png
Afghanistan,AFG,2015,63.377,34413603,Asia,afghanistan.png
Afghanistan,AFG,2016,63.763,35383028,Asia,afghanistan.png
Afghanistan,AFG,2017,64.13,36296111,Asia,afghanistan.png
Afghanistan,AFG,2018,64.486,37171922,Asia,afghanistan.png
Afghanistan,AFG,2019,64.833,38041757,Asia,afghanistan.png
Afghanistan,AFG,2020,65.173,38928341,Asia,afghanistan.png
Armenia,ARM,1970,70.144,2525067,Asia,armenia.png
Armenia,ARM,1971,70.412,2587716,Asia,armenia.png
Armenia,ARM,1972,70.605,2650484,Asia,armenia.png
Armenia,ARM,1973,70.723,2712780,Asia,armenia.png
Armenia,ARM,1974,70.775,2773750,Asia,armenia.png
Armenia,ARM,1975,70.783,2832752,Asia,armenia.png
Armenia,ARM,1976,70.783,2889583,Asia,armenia.png
Armenia,ARM,1977,70.798,2944375,Asia,armenia.png
Armenia,ARM,1978,70.838,2997419,Asia,armenia.png
Armenia,ARM,1979,70.897,3049107,Asia,armenia.png
Armenia,ARM,1980,70.937,3099759,Asia,armenia.png
Armenia,ARM,1981,70.91,3148096,Asia,armenia.png
Armenia,ARM,1982,70.776,3193696,Asia,armenia.png
Armenia,ARM,1983,70.519,3238592,Asia,armenia.png
Armenia,ARM,1984,70.15,3285593,Asia,armenia.png
Armenia,ARM,1985,69.698,3335935,Asia,armenia.png
Armenia,ARM,1986,69.205,3392264,Asia,armenia.png
Armenia,ARM,1987,68.732,3451947,Asia,armenia.png
Armenia,ARM,1988,68.332,3504667,Asia,armenia.png
Armenia,ARM,1989,68.038,3536473,Asia,armenia.png
Armenia,ARM,1990,67.879,3538164,Asia,armenia.png
Armenia,ARM,1991,67.87,3505249,Asia,armenia.png
Armenia,ARM,1992,67.99,3442820,Asia,armenia.png
Armenia,ARM,1993,68.218,3363111,Asia,armenia.png
Armenia,ARM,1994,68.538,3283664,Asia,armenia.png
Armenia,ARM,1995,68.938,3217349,Asia,armenia.png
Armenia,ARM,1996,69.404,3168213,Asia,armenia.png
Armenia,ARM,1997,69.912,3133081,Asia,armenia.png
Armenia,ARM,1998,70.434,3108691,Asia,armenia.png
Armenia,ARM,1999,70.944,3089020,Asia,armenia.png
Armenia,ARM,2000,71.409,3069597,Asia,armenia.png
Armenia,ARM,2001,71.8,3050686,Asia,armenia.png
Armenia,ARM,2002,72.112,3033976,Asia,armenia.png
Armenia,ARM,2003,72.348,3017938,Asia,armenia.png
Armenia,ARM,2004,72.513,3000715,Asia,armenia.png
Armenia,ARM,2005,72.626,2981262,Asia,armenia.png
Armenia,ARM,2006,72.716,2958301,Asia,armenia.png
Armenia,ARM,2007,72.815,2932615,Asia,armenia.png
Armenia,ARM,2008,72.946,2907615,Asia,armenia.png
Armenia,ARM,2009,73.118,2888094,Asia,armenia.png
Armenia,ARM,2010,73.331,2877314,Asia,armenia.png
Armenia,ARM,2011,73.572,2876536,Asia,armenia.png
Armenia,ARM,2012,73.82,2884239,Asia,armenia.png
Armenia,ARM,2013,74.056,2897593,Asia,armenia.png
Armenia,ARM,2014,74.273,2912403,Asia,armenia.png
Armenia,ARM,2015,74.467,2925559,Asia,armenia.png
Armenia,ARM,2016,74.64,2936147,Asia,armenia.png
Armenia,ARM,2017,74.797,2944789,Asia,armenia.png
Armenia,ARM,2018,74.945,2951741,Asia,armenia.png
Armenia,ARM,2019,75.087,2957728,Asia,armenia.png
Armenia,ARM,2020,75.224,2963234,Asia,armenia.png
Azerbaijan,AZE,1970,63.141,5180032,Asia,azerbaijan.png
Azerbaijan,AZE,1971,63.31,5284518,Asia,azerbaijan.png
Azerbaijan,AZE,1972,63.457,5385266,Asia,azerbaijan.png
Azerbaijan,AZE,1973,63.582,5483088,Asia,azerbaijan.png
Azerbaijan,AZE,1974,63.687,5579071,Asia,azerbaijan.png
Azerbaijan,AZE,1975,63.776,5674129,Asia,azerbaijan.png
Azerbaijan,AZE,1976,63.852,5768730,Asia,azerbaijan.png
Azerbaijan,AZE,1977,63.921,5863138,Asia,azerbaijan.png
Azerbaijan,AZE,1978,63.992,5957927,Asia,azerbaijan.png
Azerbaijan,AZE,1979,64.069,6053635,Asia,azerbaijan.png
Azerbaijan,AZE,1980,64.161,6150735,Asia,azerbaijan.png
Azerbaijan,AZE,1981,64.28,6249312,Asia,azerbaijan.png
Azerbaijan,AZE,1982,64.425,6349555,Asia,azerbaijan.png
Azerbaijan,AZE,1983,64.587,6452067,Asia,azerbaijan.png
Azerbaijan,AZE,1984,64.759,6557581,Asia,azerbaijan.png
Azerbaijan,AZE,1985,64.913,6666447,Asia,azerbaijan.png
Azerbaijan,AZE,1986,65.016,6778631,Asia,azerbaijan.png
Azerbaijan,AZE,1987,65.053,6893486,Asia,azerbaijan.png
Azerbaijan,AZE,1988,65.021,7010027,Asia,azerbaijan.png
Azerbaijan,AZE,1989,64.935,7126877,Asia,azerbaijan.png
Azerbaijan,AZE,1990,64.827,7242758,Asia,azerbaijan.png
Azerbaijan,AZE,1991,64.745,7357945,Asia,azerbaijan.png
Azerbaijan,AZE,1992,64.731,7471924,Asia,azerbaijan.png
Azerbaijan,AZE,1993,64.81,7581754,Asia,azerbaijan.png
Azerbaijan,AZE,1994,64.991,7683704,Asia,azerbaijan.png
Azerbaijan,AZE,1995,65.256,7775418,Asia,azerbaijan.png
Azerbaijan,AZE,1996,65.573,7855558,Asia,azerbaijan.png
Azerbaijan,AZE,1997,65.899,7925668,Asia,azerbaijan.png
Azerbaijan,AZE,1998,66.207,7989903,Asia,azerbaijan.png
Azerbaijan,AZE,1999,66.491,8054126,Asia,azerbaijan.png
Azerbaijan,AZE,2000,66.763,8122743,Asia,azerbaijan.png
Azerbaijan,AZE,2001,67.054,8197295,Asia,azerbaijan.png
Azerbaijan,AZE,2002,67.391,8277065,Asia,azerbaijan.png
Azerbaijan,AZE,2003,67.791,8361433,Asia,azerbaijan.png
Azerbaijan,AZE,2004,68.249,8448938,Asia,azerbaijan.png
Azerbaijan,AZE,2005,68.747,8538610,Asia,azerbaijan.png
Azerbaijan,AZE,2006,69.259,8630153,Asia,azerbaijan.png
Azerbaijan,AZE,2007,69.752,8724237,Asia,azerbaijan.png
Azerbaijan,AZE,2008,70.201,8821869,Asia,azerbaijan.png
Azerbaijan,AZE,2009,70.597,8924383,Asia,azerbaijan.png
Azerbaijan,AZE,2010,70.938,9032465,Asia,azerbaijan.png
Azerbaijan,AZE,2011,71.234,9146277,Asia,azerbaijan.png
Azerbaijan,AZE,2012,71.506,9264684,Asia,azerbaijan.png
Azerbaijan,AZE,2013,71.768,9385467,Asia,azerbaijan.png
Azerbaijan,AZE,2014,72.022,9505616,Asia,azerbaijan.png
Azerbaijan,AZE,2015,72.266,9622741,Asia,azerbaijan.png
Azerbaijan,AZE,2016,72.493,9736041,Asia,azerbaijan.png
Azerbaijan,AZE,2017,72.693,9845316,Asia,azerbaijan.png
Azerbaijan,AZE,2018,72.864,9949537,Asia,azerbaijan.png
Azerbaijan,AZE,2019,73.005,10047719,Asia,azerbaijan.png
Azerbaijan,AZE,2020,73.123,10139175,Asia,azerbaijan.png
Bangladesh,BGD,1970,46.942,64232486,Asia,bangladesh.png
Bangladesh,BGD,1971,46.589,65531635,Asia,bangladesh.png
Bangladesh,BGD,1972,46.507,66625706,Asia,bangladesh.png
Bangladesh,BGD,1973,46.773,67637541,Asia,bangladesh.png
Bangladesh,BGD,1974,47.396,68742222,Asia,bangladesh.png
Bangladesh,BGD,1975,48.313,70066310,Asia,bangladesh.png
Bangladesh,BGD,1976,49.402,71652386,Asia,bangladesh.png
Bangladesh,BGD,1977,50.498,73463593,Asia,bangladesh.png
Bangladesh,BGD,1978,51.473,75450033,Asia,bangladesh.png
Bangladesh,BGD,1979,52.277,77529040,Asia,bangladesh.png
Bangladesh,BGD,1980,52.9,79639498,Asia,bangladesh.png
Bangladesh,BGD,1981,53.376,81767516,Asia,bangladesh.png
Bangladesh,BGD,1982,53.794,83932132,Asia,bangladesh.png
Bangladesh,BGD,1983,54.225,86142490,Asia,bangladesh.png
Bangladesh,BGD,1984,54.693,88416529,Asia,bangladesh.png
Bangladesh,BGD,1985,55.21,90764180,Asia,bangladesh.png
Bangladesh,BGD,1986,55.772,93187593,Asia,bangladesh.png
Bangladesh,BGD,1987,56.359,95671159,Asia,bangladesh.png
Bangladesh,BGD,1988,56.958,98186350,Asia,bangladesh.png
Bangladesh,BGD,1989,57.571,100695496,Asia,bangladesh.png
Bangladesh,BGD,1990,58.21,103171957,Asia,bangladesh.png
Bangladesh,BGD,1991,58.891,105599125,Asia,bangladesh.png
Bangladesh,BGD,1992,59.618,107983708,Asia,bangladesh.png
Bangladesh,BGD,1993,60.388,110350641,Asia,bangladesh.png
Bangladesh,BGD,1994,61.19,112737684,Asia,bangladesh.png
Bangladesh,BGD,1995,62.002,115169933,Asia,bangladesh.png
Bangladesh,BGD,1996,62.798,117649927,Asia,bangladesh.png
Bangladesh,BGD,1997,63.553,120160571,Asia,bangladesh.png
Bangladesh,BGD,1998,64.25,122682818,Asia,bangladesh.png
Bangladesh,BGD,1999,64.881,125189655,Asia,bangladesh.png
Bangladesh,BGD,2000,65.447,127657862,Asia,bangladesh.png
Bangladesh,BGD,2001,65.956,130088709,Asia,bangladesh.png
Bangladesh,BGD,2002,66.43,132478076,Asia,bangladesh.png
Bangladesh,BGD,2003,66.886,134791598,Asia,bangladesh.png
Bangladesh,BGD,2004,67.331,136986429,Asia,bangladesh.png
Bangladesh,BGD,2005,67.773,139035505,Asia,bangladesh.png
Bangladesh,BGD,2006,68.213,140921154,Asia,bangladesh.png
Bangladesh,BGD,2007,68.648,142660381,Asia,bangladesh.png
Bangladesh,BGD,2008,69.072,144304164,Asia,bangladesh.png
Bangladesh,BGD,2009,69.485,145924795,Asia,bangladesh.png
Bangladesh,BGD,2010,69.881,147575433,Asia,bangladesh.png
Bangladesh,BGD,2011,70.256,149273134,Asia,bangladesh.png
Bangladesh,BGD,2012,70.606,151005733,Asia,bangladesh.png
Bangladesh,BGD,2013,70.93,152761413,Asia,bangladesh.png
Bangladesh,BGD,2014,71.231,154517385,Asia,bangladesh.png
Bangladesh,BGD,2015,71.514,156256287,Asia,bangladesh.png
Bangladesh,BGD,2016,71.785,157977151,Asia,bangladesh.png
Bangladesh,BGD,2017,72.052,159685421,Asia,bangladesh.png
Bangladesh,BGD,2018,72.32,161376713,Asia,bangladesh.png
Bangladesh,BGD,2019,72.591,163046173,Asia,bangladesh.png
Bangladesh,BGD,2020,72.868,164689383,Asia,bangladesh.png
Cambodia,KHM,1970,41.566,6996576,Asia,cambodia.png
Cambodia,KHM,1971,39.699,7139640,Asia,cambodia.png
Cambodia,KHM,1972,36.676,7302114,Asia,cambodia.png
Cambodia,KHM,1973,32.667,7449233,Asia,cambodia.png
Cambodia,KHM,1974,28.04,7533332,Asia,cambodia.png
Cambodia,KHM,1975,23.595,7524457,Asia,cambodia.png
Cambodia,KHM,1976,20.317,7404687,Asia,cambodia.png
Cambodia,KHM,1977,18.907,7196042,Asia,cambodia.png
Cambodia,KHM,1978,19.725,6957267,Asia,cambodia.png
Cambodia,KHM,1979,22.744,6770393,Asia,cambodia.png
Cambodia,KHM,1980,27.536,6693759,Asia,cambodia.png
Cambodia,KHM,1981,33.342,6749849,Asia,cambodia.png
Cambodia,KHM,1982,39.157,6919803,Asia,cambodia.png
Cambodia,KHM,1983,44.173,7170004,Asia,cambodia.png
Cambodia,KHM,1984,48.025,7447844,Asia,cambodia.png
Cambodia,KHM,1985,50.563,7714894,Asia,cambodia.png
Cambodia,KHM,1986,51.916,7960952,Asia,cambodia.png
Cambodia,KHM,1987,52.587,8198082,Asia,cambodia.png
Cambodia,KHM,1988,52.999,8435909,Asia,cambodia.png
Cambodia,KHM,1989,53.302,8691331,Asia,cambodia.png
Cambodia,KHM,1990,53.595,8975597,Asia,cambodia.png
Cambodia,KHM,1991,53.916,9289298,Asia,cambodia.png
Cambodia,KHM,1992,54.228,9623899,Asia,cambodia.png
Cambodia,KHM,1993,54.514,9970727,Asia,cambodia.png
Cambodia,KHM,1994,54.82,10317901,Asia,cambodia.png
Cambodia,KHM,1995,55.189,10656145,Asia,cambodia.png
Cambodia,KHM,1996,55.653,10982919,Asia,cambodia.png
Cambodia,KHM,1997,56.212,11298594,Asia,cambodia.png
Cambodia,KHM,1998,56.862,11600510,Asia,cambodia.png
Cambodia,KHM,1999,57.604,11886464,Asia,cambodia.png
Cambodia,KHM,2000,58.432,12155241,Asia,cambodia.png
Cambodia,KHM,2001,59.335,12405411,Asia,cambodia.png
Cambodia,KHM,2002,60.283,12637719,Asia,cambodia.png
Cambodia,KHM,2003,61.241,12856171,Asia,cambodia.png
Cambodia,KHM,2004,62.186,13066475,Asia,cambodia.png
Cambodia,KHM,2005,63.088,13273355,Asia,cambodia.png
Cambodia,KHM,2006,63.927,13477705,Asia,cambodia.png
Cambodia,KHM,2007,64.697,13679953,Asia,cambodia.png
Cambodia,KHM,2008,65.394,13883835,Asia,cambodia.png
Cambodia,KHM,2009,66.014,14093605,Asia,cambodia.png
Cambodia,KHM,2010,66.56,14312205,Asia,cambodia.png
Cambodia,KHM,2011,67.043,14541421,Asia,cambodia.png
Cambodia,KHM,2012,67.48,14780454,Asia,cambodia.png
Cambodia,KHM,2013,67.888,15026330,Asia,cambodia.png
Cambodia,KHM,2014,68.273,15274506,Asia,cambodia.png
Cambodia,KHM,2015,68.637,15521435,Asia,cambodia.png
Cambodia,KHM,2016,68.977,15766290,Asia,cambodia.png
Cambodia,KHM,2017,69.289,16009413,Asia,cambodia.png
Cambodia,KHM,2018,69.57,16249795,Asia,cambodia.png
Cambodia,KHM,2019,69.823,16486542,Asia,cambodia.png
Cambodia,KHM,2020,70.054,16718971,Asia,cambodia.png
China,CHN,1970,59.085,827601385,Asia,china.png
China,CHN,1971,60.303,848759709,Asia,china.png
China,CHN,1972,61.344,869485962,Asia,china.png
China,CHN,1973,62.281,889485368,Asia,china.png
China,CHN,1974,63.134,908464206,Asia,china.png
China,CHN,1975,63.915,926240889,Asia,china.png
China,CHN,1976,64.631,942685412,Asia,china.png
China,CHN,1977,65.278,957891271,Asia,china.png
China,CHN,1978,65.857,972205441,Asia,china.png
China,CHN,1979,66.377,986132214,Asia,china.png
China,CHN,1980,66.844,1000089228,Asia,china.png
China,CHN,1981,67.26,1014022211,Asia,china.png
China,CHN,1982,67.627,1027948989,Asia,china.png
China,CHN,1983,67.949,1042431401,Asia,china.png
China,CHN,1984,68.231,1058171973,Asia,china.png
China,CHN,1985,68.473,1075589363,Asia,china.png
China,CHN,1986,68.673,1095014106,Asia,china.png
China,CHN,1987,68.831,1116095475,Asia,china.png
China,CHN,1988,68.954,1137724234,Asia,china.png
China,CHN,1989,69.054,1158357393,Asia,china.png
China,CHN,1990,69.145,1176883681,Asia,china.png
China,CHN,1991,69.242,1192897277,Asia,china.png
China,CHN,1992,69.355,1206711243,Asia,china.png
China,CHN,1993,69.496,1218817059,Asia,china.png
China,CHN,1994,69.67,1230020026,Asia,china.png
China,CHN,1995,69.885,1240920539,Asia,china.png
China,CHN,1996,70.14,1251636178,Asia,china.png
China,CHN,1997,70.428,1261996017,Asia,china.png
China,CHN,1998,70.737,1271982349,Asia,china.png
China,CHN,1999,71.063,1281514833,Asia,china.png
China,CHN,2000,71.397,1290550767,Asia,china.png
China,CHN,2001,71.732,1299129747,Asia,china.png
China,CHN,2002,72.061,1307352256,Asia,china.png
China,CHN,2003,72.381,1315303522,Asia,china.png
China,CHN,2004,72.689,1323084639,Asia,china.png
China,CHN,2005,72.985,1330776380,Asia,china.png
China,CHN,2006,73.271,1338408644,Asia,china.png
China,CHN,2007,73.553,1345993891,Asia,china.png
China,CHN,2008,73.835,1353569480,Asia,china.png
China,CHN,2009,74.119,1361169410,Asia,china.png
China,CHN,2010,74.409,1368810604,Asia,china.png
China,CHN,2011,74.708,1376497633,Asia,china.png
China,CHN,2012,75.013,1384206408,Asia,china.png
China,CHN,2013,75.321,1391883335,Asia,china.png
China,CHN,2014,75.629,1399453966,Asia,china.png
China,CHN,2015,75.928,1406847868,Asia,china.png
China,CHN,2016,76.21,1414049353,Asia,china.png
China,CHN,2017,76.47,1421021794,Asia,china.png
China,CHN,2018,76.704,1427647789,Asia,china.png
China,CHN,2019,76.912,1433783692,Asia,china.png
China,CHN,2020,77.097,1439323774,Asia,china.png
Georgia,GEO,1970,67.452,4713340,Asia,georgia.png
Georgia,GEO,1971,67.766,4758161,Asia,georgia.png
Georgia,GEO,1972,68.082,4793558,Asia,georgia.png
Georgia,GEO,1973,68.401,4822168,Asia,georgia.png
Georgia,GEO,1974,68.718,4847869,Asia,georgia.png
Georgia,GEO,1975,69.014,4873638,Asia,georgia.png
Georgia,GEO,1976,69.266,4900192,Asia,georgia.png
Georgia,GEO,1977,69.461,4927251,Asia,georgia.png
Georgia,GEO,1978,69.592,4955517,Asia,georgia.png
Georgia,GEO,1979,69.665,4985591,Asia,georgia.png
Georgia,GEO,1980,69.7,5017827,Asia,georgia.png
Georgia,GEO,1981,69.726,5051116,Asia,georgia.png
Georgia,GEO,1982,69.768,5085141,Asia,georgia.png
Georgia,GEO,1983,69.844,5121801,Asia,georgia.png
Georgia,GEO,1984,69.954,5163641,Asia,georgia.png
Georgia,GEO,1985,70.088,5211454,Asia,georgia.png
Georgia,GEO,1986,70.226,5267233,Asia,georgia.png
Georgia,GEO,1987,70.339,5327496,Asia,georgia.png
Georgia,GEO,1988,70.407,5380820,Asia,georgia.png
Georgia,GEO,1989,70.425,5411983,Asia,georgia.png
Georgia,GEO,1990,70.386,5410400,Asia,georgia.png
Georgia,GEO,1991,70.29,5372996,Asia,georgia.png
Georgia,GEO,1992,70.156,5303925,Asia,georgia.png
Georgia,GEO,1993,70.003,5208954,Asia,georgia.png
Georgia,GEO,1994,69.849,5097126,Asia,georgia.png
Georgia,GEO,1995,69.718,4976252,Asia,georgia.png
Georgia,GEO,1996,69.635,4846627,Asia,georgia.png
Georgia,GEO,1997,69.613,4709596,Asia,georgia.png
Georgia,GEO,1998,69.654,4575396,Asia,georgia.png
Georgia,GEO,1999,69.756,4456652,Asia,georgia.png
Georgia,GEO,2000,69.902,4362184,Asia,georgia.png
Georgia,GEO,2001,70.065,4296981,Asia,georgia.png
Georgia,GEO,2002,70.22,4258573,Asia,georgia.png
Georgia,GEO,2003,70.349,4238930,Asia,georgia.png
Georgia,GEO,2004,70.451,4225811,Asia,georgia.png
Georgia,GEO,2005,70.538,4210158,Asia,georgia.png
Georgia,GEO,2006,70.635,4189721,Asia,georgia.png
Georgia,GEO,2007,70.765,4166859,Asia,georgia.png
Georgia,GEO,2008,70.946,4142648,Asia,georgia.png
Georgia,GEO,2009,71.18,4119490,Asia,georgia.png
Georgia,GEO,2010,71.46,4099095,Asia,georgia.png
Georgia,GEO,2011,71.773,4081012,Asia,georgia.png
Georgia,GEO,2012,72.097,4064097,Asia,georgia.png
Georgia,GEO,2013,72.412,4048701,Asia,georgia.png
Georgia,GEO,2014,72.707,4035310,Asia,georgia.png
Georgia,GEO,2015,72.973,4024180,Asia,georgia.png
Georgia,GEO,2016,73.207,4015457,Asia,georgia.png
Georgia,GEO,2017,73.414,4008723,Asia,georgia.png
Georgia,GEO,2018,73.6,4002946,Asia,georgia.png
Georgia,GEO,2019,73.767,3996762,Asia,georgia.png
Georgia,GEO,2020,73.919,3989175,Asia,georgia.png
India,IND,1970,47.737,555189797,Asia,india.png
India,IND,1971,48.398,567868021,Asia,india.png
India,IND,1972,49.061,581087255,Asia,india.png
India,IND,1973,49.722,594770136,Asia,india.png
India,IND,1974,50.374,608802595,Asia,india.png
India,IND,1975,51.012,623102900,Asia,india.png
India,IND,1976,51.63,637630085,Asia,india.png
India,IND,1977,52.222,652408766,Asia,india.png
India,IND,1978,52.786,667499815,Asia,india.png
India,IND,1979,53.319,682995348,Asia,india.png
India,IND,1980,53.814,698952837,Asia,india.png
India,IND,1981,54.268,715384997,Asia,india.png
India,IND,1982,54.686,732239498,Asia,india.png
India,IND,1983,55.074,749428958,Asia,india.png
India,IND,1984,55.441,766833411,Asia,india.png
India,IND,1985,55.801,784360012,Asia,india.png
India,IND,1986,56.169,801975250,Asia,india.png
India,IND,1987,56.553,819682095,Asia,india.png
India,IND,1988,56.963,837468938,Asia,india.png
India,IND,1989,57.4,855334675,Asia,india.png
India,IND,1990,57.865,873277799,Asia,india.png
India,IND,1991,58.353,891273202,Asia,india.png
India,IND,1992,58.851,909307018,Asia,india.png
India,IND,1993,59.349,927403866,Asia,india.png
India,IND,1994,59.84,945601828,Asia,india.png
India,IND,1995,60.32,963922586,Asia,india.png
India,IND,1996,60.783,982365248,Asia,india.png
India,IND,1997,61.233,1000900028,Asia,india.png
India,IND,1998,61.669,1019483586,Asia,india.png
India,IND,1999,62.093,1038058154,Asia,india.png
India,IND,2000,62.505,1056575548,Asia,india.png
India,IND,2001,62.907,1075000094,Asia,india.png
India,IND,2002,63.304,1093317187,Asia,india.png
India,IND,2003,63.699,1111523146,Asia,india.png
India,IND,2004,64.095,1129623466,Asia,india.png
India,IND,2005,64.5,1147609924,Asia,india.png
India,IND,2006,64.918,1165486291,Asia,india.png
India,IND,2007,65.35,1183209471,Asia,india.png
India,IND,2008,65.794,1200669762,Asia,india.png
India,IND,2009,66.244,1217726217,Asia,india.png
India,IND,2010,66.693,1234281163,Asia,india.png
India,IND,2011,67.13,1250287939,Asia,india.png
India,IND,2012,67.545,1265780243,Asia,india.png
India,IND,2013,67.931,1280842119,Asia,india.png
India,IND,2014,68.286,1295600768,Asia,india.png
India,IND,2015,68.607,1310152392,Asia,india.png
India,IND,2016,68.897,1324517250,Asia,india.png
India,IND,2017,69.165,1338676779,Asia,india.png
India,IND,2018,69.416,1352642283,Asia,india.png
India,IND,2019,69.656,1366417756,Asia,india.png
India,IND,2020,69.887,1380004385,Asia,india.png
Indonesia,IDN,1970,52.553,114793179,Asia,indonesia.png
Indonesia,IDN,1971,53.14,117880146,Asia,indonesia.png
Indonesia,IDN,1972,53.72,121017316,Asia,indonesia.png
Indonesia,IDN,1973,54.288,124199693,Asia,indonesia.png
Indonesia,IDN,1974,54.843,127422198,Asia,indonesia.png
Indonesia,IDN,1975,55.386,130680730,Asia,indonesia.png
Indonesia,IDN,1976,55.92,133966940,Asia,indonesia.png
Indonesia,IDN,1977,56.448,137278057,Asia,indonesia.png
Indonesia,IDN,1978,56.971,140621731,Asia,indonesia.png
Indonesia,IDN,1979,57.488,144009844,Asia,indonesia.png
Indonesia,IDN,1980,57.995,147447834,Asia,indonesia.png
Indonesia,IDN,1981,58.489,150938222,Asia,indonesia.png
Indonesia,IDN,1982,58.966,154468235,Asia,indonesia.png
Indonesia,IDN,1983,59.423,158009248,Asia,indonesia.png
Indonesia,IDN,1984,59.863,161523353,Asia,indonesia.png
Indonesia,IDN,1985,60.287,164982452,Asia,indonesia.png
Indonesia,IDN,1986,60.7,168374287,Asia,indonesia.png
Indonesia,IDN,1987,61.107,171702756,Asia,indonesia.png
Indonesia,IDN,1988,61.512,174975953,Asia,indonesia.png
Indonesia,IDN,1989,61.915,178209147,Asia,indonesia.png
Indonesia,IDN,1990,62.32,181413398,Asia,indonesia.png
Indonesia,IDN,1991,62.727,184591897,Asia,indonesia.png
Indonesia,IDN,1992,63.131,187739786,Asia,indonesia.png
Indonesia,IDN,1993,63.529,190851184,Asia,indonesia.png
Indonesia,IDN,1994,63.919,193917458,Asia,indonesia.png
Indonesia,IDN,1995,64.291,196934257,Asia,indonesia.png
Indonesia,IDN,1996,64.637,199901231,Asia,indonesia.png
Indonesia,IDN,1997,64.954,202826444,Asia,indonesia.png
Indonesia,IDN,1998,65.244,205724597,Asia,indonesia.png
Indonesia,IDN,1999,65.513,208615171,Asia,indonesia.png
Indonesia,IDN,2000,65.772,211513822,Asia,indonesia.png
Indonesia,IDN,2001,66.037,214427419,Asia,indonesia.png
Indonesia,IDN,2002,66.321,217357790,Asia,indonesia.png
Indonesia,IDN,2003,66.631,220309473,Asia,indonesia.png
Indonesia,IDN,2004,66.969,223285666,Asia,indonesia.png
Indonesia,IDN,2005,67.334,226289468,Asia,indonesia.png
Indonesia,IDN,2006,67.717,229318262,Asia,indonesia.png
Indonesia,IDN,2007,68.105,232374239,Asia,indonesia.png
Indonesia,IDN,2008,68.485,235469755,Asia,indonesia.png
Indonesia,IDN,2009,68.853,238620554,Asia,indonesia.png
Indonesia,IDN,2010,69.205,241834226,Asia,indonesia.png
Indonesia,IDN,2011,69.542,245115988,Asia,indonesia.png
Indonesia,IDN,2012,69.866,248451714,Asia,indonesia.png
Indonesia,IDN,2013,70.179,251805314,Asia,indonesia.png
